Gene stable ID	Gene name	Human gene stable ID	Human gene name	%id. target Human gene identical to query gene	%id. query gene identical to target Human gene	Human orthology confidence [0 low, 1 high]
YJL079C		ENSG00000180481	GLIPR1L2	13.3779	11.6279	0
YJL079C		ENSG00000173401	GLIPR1L1	15.0502	18.595	0
YJL079C		ENSG00000139278	GLIPR1	16.0535	18.0451	0
Q0250	COX2	ENSG00000198712	MT-CO2	37.8486	41.8502	1
YPR129W	SCD6	ENSG00000149657	LSM14B	30.3725	27.5325	0
YPR129W	SCD6	ENSG00000257103	LSM14A	36.6762	27.6458	0
YFR034C	PHO4	ENSG00000197921	HES5	10.2564	19.2771	0
YFR034C	PHO4	ENSG00000135547	HEY2	12.5	11.5727	0
YFR034C	PHO4	ENSG00000179111	HES7	11.2179	15.2174	0
YFR034C	PHO4	ENSG00000173673	HES3	10.8974	18.2796	0
YFR034C	PHO4	ENSG00000164683	HEY1	12.1795	12.3377	0
YFR034C	PHO4	ENSG00000114315	HES1	11.859	13.2143	0
YFR034C	PHO4	ENSG00000163909	HEYL	13.4615	12.8049	0
YFR034C	PHO4	ENSG00000134107	BHLHE40	15.0641	11.4078	0
YFR034C	PHO4	ENSG00000187821	HELT	10.8974	14.0496	0
YFR034C	PHO4	ENSG00000123095	BHLHE41	13.7821	8.92116	0
YFR034C	PHO4	ENSG00000144485	HES6	11.2179	15.625	0
YFR034C	PHO4	ENSG00000069812	HES2	9.9359	17.9191	0
YJL164C	TPK1	ENSG00000165059	PRKACG	38.0353	43.0199	0
YML026C	RPS18B	ENSG00000231500	RPS18	69.863	67.1053	1
YKL207W	AIM27	ENSG00000125037	EMC3	31.2253	30.2682	1
YDL116W		ENSG00000111581	NUP107	20.6612	16.2162	0
YLR191W	PEX13	ENSG00000162928	PEX13	20.2073	19.3548	0
YEL052W		ENSG00000135537	AFG1L	32.0236	33.8877	1
YDR397C	NCB2	ENSG00000117505	DR1	37.6712	31.25	1
YGR270W		ENSG00000119778	ATAD2B	27.6287	26.1317	1
YGR270W		ENSG00000156802	ATAD2	26.3959	26.187	1
YFR018C		ENSG00000115828	QPCT	28.6501	28.8089	1
YFR018C		ENSG00000011478	QPCTL	29.7521	28.2723	1
YEL060C	PRB1	ENSG00000169174	PCSK9	22.5197	20.6647	0
YEL060C	PRB1	ENSG00000140564	FURIN	10.7087	8.56423	0
YEL060C	PRB1	ENSG00000160613	PCSK7	11.0236	8.9172	0
YEL060C	PRB1	ENSG00000115257	PCSK4	10.5512	8.87417	0
YEL060C	PRB1	ENSG00000140479	PCSK6	10.3937	6.81115	0
YEL060C	PRB1	ENSG00000099139	PCSK5	9.6063	3.27957	0
YEL060C	PRB1	ENSG00000140943	MBTPS1	15.4331	9.31559	0
YEL060C	PRB1	ENSG00000125851	PCSK2	9.92126	9.87461	0
YEL060C	PRB1	ENSG00000175426	PCSK1	10.3937	8.76494	0
YEL060C	PRB1	ENSG00000134900	TPP2	14.0157	7.0523	0
YER189W		ENSG00000108771	DHX58	16.3934	2.94985	0
YER189W		ENSG00000107201	DDX58	11.4754	1.51351	0
YER189W		ENSG00000115267	IFIH1	19.6721	2.34146	0
YLR074C		ENSG00000142684	ZNF593	23.494	29.1045	0
YDL052C		ENSG00000169692	AGPAT2	24.4224	26.6187	0
YDL052C		ENSG00000204310	AGPAT1	26.4026	28.2686	1
YER190W	YRF1-2	ENSG00000108771	DHX58	6.6627	16.5192	0
YER190W	YRF1-2	ENSG00000107201	DDX58	7.25758	13.1892	0
YER190W	YRF1-2	ENSG00000115267	IFIH1	7.73349	12.6829	0
YCR066W		ENSG00000070950	RAD18	17.8645	17.5758	0
YJR063W	RPA12	ENSG00000066379	ZNRD1	22.4	22.2222	0
YGR211W		ENSG00000109917	ZPR1	42.7984	45.3159	1
YDR326C		ENSG00000089351	GRAMD1A	10.3616	20.5801	0
YDR326C		ENSG00000155324	GRAMD2B	6.25869	20.1342	0
YDR326C		ENSG00000023171	GRAMD1B	10.8484	20.9396	0
YDR326C		ENSG00000178075	GRAMD1C	9.04033	19.6375	0
YDR326C		ENSG00000175318	GRAMD2A	4.72879	19.209	0
YOR196C		ENSG00000121897	LIAS	48.5507	54.0323	1
YPR056W		ENSG00000111358	GTF2H3	27.2189	29.8701	1
YCR035C		ENSG00000120699	EXOSC8	19.2893	27.5362	0
YGL174W	BUD13	ENSG00000137656	BUD13	23.3083	10.0162	0
YDL033C	SLM3	ENSG00000100416	TRMU	29.0168	28.7411	1
YOR122C	PFY1	ENSG00000176732	PFN4	26.9841	26.3566	0
YOR256C		ENSG00000086205	FOLH1	18.047	19.4667	0
YOR256C		ENSG00000077616	NAALAD2	19.0358	20.8108	0
YOR256C		ENSG00000168060	NAALADL1	17.0581	18.6486	0
YOR256C		ENSG00000177694	NAALADL2	13.7206	13.9623	0
YOR256C		ENSG00000072274	TFRC	16.0692	17.1053	0
YOR256C		ENSG00000106327	TFR2	17.6761	17.8527	0
YAL030W		ENSG00000117533	VAMP4	31.6239	26.2411	1
YER012W		ENSG00000126067	PSMB2	44.4444	43.7811	1
YKL035W		ENSG00000169764	UGP2	52.9058	51.9685	1
YLR325C	RPL38	ENSG00000172809	RPL38	50	55.7143	1
YMR201C		ENSG00000136936	XPA	19.9461	27.1062	0
YCR002C		ENSG00000138758	SEPT11	35.0932	25.7403	0
YCR002C		ENSG00000140623	SEPT12	42.8571	38.5475	0
YCR002C		ENSG00000164402	SEPT8	34.1615	22.7743	0
YCR002C		ENSG00000100167	SEPT3	44.4099	16.7056	0
YCR002C		ENSG00000238227	TMEM250	7.76398	17.9856	0
YCR002C		ENSG00000154997	SEPT14	34.472	25.6944	0
YCR002C		ENSG00000180096	SEPT1	37.8882	29.4686	0
YCR002C		ENSG00000186522	SEPT10	33.8509	20.0368	0
YCR002C		ENSG00000184640	SEPT9	44.0994	24.2321	0
YCR002C		ENSG00000284874	AC000093.1	36.0248	30.6878	0
YCR002C		ENSG00000184702	SEPT5	36.0248	31.4363	0
YCR002C		ENSG00000125354	SEPT6	33.8509	25.1152	0
YCR002C		ENSG00000108387	SEPT4	37.5776	24.5436	0
YDL031W		ENSG00000123064	DDX54	29.5477	33.3333	1
YLR080W		ENSG00000140506	LMAN1L	14.8649	12.5475	0
YLR080W		ENSG00000074695	LMAN1	16.8919	14.7059	0
YLR080W		ENSG00000169223	LMAN2	14.6396	18.2584	0
YLR080W		ENSG00000114988	LMAN2L	15.3153	18.9415	0
YEL016C		ENSG00000197594	ENPP1	22.5152	12	0
YEL016C		ENSG00000154269	ENPP3	24.5436	13.8286	0
YEL016C		ENSG00000164303	ENPP6	17.8499	20	0
YEL016C		ENSG00000136960	ENPP2	21.0953	11.3661	0
YEL016C		ENSG00000112796	ENPP5	19.2698	19.9161	0
YEL016C		ENSG00000001561	ENPP4	19.4726	21.1921	0
YOL094C		ENSG00000049541	RFC2	58.2043	53.1073	1
YOR336W		ENSG00000136731	UGGT1	22.4176	19.6785	0
YOR336W		ENSG00000102595	UGGT2	21.685	19.5251	0
YHR085W		ENSG00000136891	TEX10	29.0419	10.4413	0
YHR085W		ENSG00000176623	RMDN1	4.19162	4.4586	0
YHR085W		ENSG00000137824	RMDN3	6.88623	4.89362	0
YLR058C	SHM2	ENSG00000182199	SHMT2	53.9446	50.1984	1
YLR058C	SHM2	ENSG00000176974	SHMT1	54.7974	53.2091	1
YMR016C		ENSG00000166183	ASPG	4.58599	6.28272	0
YBR025C		ENSG00000138430	OLA1	41.3706	41.1616	0
YDL077C	VAM6	ENSG00000166887	VPS39	17.2545	20.4289	0
YLR210W		ENSG00000138764	CCNG2	10	13.3721	0
YLR210W		ENSG00000133101	CCNA1	19.1304	18.9247	0
YLR210W		ENSG00000118971	CCND2	8.69565	13.8408	0
YLR210W		ENSG00000285901	AC008012.1	8.26087	15.5102	0
YLR210W		ENSG00000175305	CCNE2	11.7391	13.3663	0
YLR210W		ENSG00000152669	CCNO	13.2609	17.4286	0
YLR210W		ENSG00000110092	CCND1	8.69565	13.5593	0
YLR210W		ENSG00000134057	CCNB1	24.1304	25.6351	0
YLR210W		ENSG00000205089	CCNI2	8.69565	10.3896	0
YLR210W		ENSG00000105219	CNTD2	13.2609	19.8697	0
YLR210W		ENSG00000135083	CCNJL	10.8696	11.4943	0
YLR210W		ENSG00000157456	CCNB2	22.1739	25.6281	0
YLR210W		ENSG00000112576	CCND3	9.13043	14.3836	0
YLR210W		ENSG00000118816	CCNI	10.8696	13.2626	0
YLR210W		ENSG00000162063	CCNF	16.5217	9.66921	0
YLR210W		ENSG00000105173	CCNE1	12.3913	13.9024	0
YLR210W		ENSG00000107443	CCNJ	10.6522	12.7937	0
YLR210W		ENSG00000145386	CCNA2	18.6957	19.9074	0
YLR210W		ENSG00000113328	CCNG1	10.4348	16.2712	0
YGL100W		ENSG00000085415	SEH1L	34.0974	28.266	1
YDL135C		ENSG00000242173	ARHGDIG	33.6634	30.2222	1
YDL135C		ENSG00000141522	ARHGDIA	30.6931	26.383	1
YDL135C		ENSG00000111348	ARHGDIB	37.6238	37.8109	1
YKL027W		ENSG00000142230	SAE1	11.1857	14.4509	0
YKL027W		ENSG00000033178	UBA6	17.8971	7.60456	0
YKL027W		ENSG00000159593	NAE1	9.61969	8.00745	0
YKL027W		ENSG00000130985	UBA1	19.4631	8.22306	0
YKL027W		ENSG00000182179	UBA7	21.0291	9.28854	0
YKL027W		ENSG00000081307	UBA5	12.528	13.8614	0
YGL065C		ENSG00000119523	ALG2	33.7972	40.8654	1
YDR064W	RPS13	ENSG00000110700	RPS13	77.4834	77.4834	1
YPL254W	HFI1	ENSG00000152382	TADA1	14.959	21.791	0
YPR088C	SRP54	ENSG00000100883	SRP54	45.1017	48.4127	1
YDL072C		ENSG00000185825	BCAP31	25.6158	16.6134	0
YDL072C		ENSG00000075790	BCAP29	24.1379	14.0805	0
YNL052W		ENSG00000131143	COX4I1	24.8366	22.4852	0
YNL052W		ENSG00000131055	COX4I2	22.2222	19.883	0
YMR262W		ENSG00000203705	TATDN3	18.5304	20.6406	0
YDL070W		ENSG00000114166	KAT2B	4.85893	3.72596	0
YDL070W		ENSG00000137948	BRDT	24.4514	16.4038	0
YDL070W		ENSG00000141867	BRD4	24.7649	11.6006	0
YDL070W		ENSG00000099954	CECR2	3.1348	1.53846	0
YDL070W		ENSG00000108773	KAT2A	4.38871	3.34528	0
YDL070W		ENSG00000171634	BPTF	9.09091	1.9863	0
YDL070W		ENSG00000169925	BRD3	24.6082	21.6253	0
YDL070W		ENSG00000204256	BRD2	24.6082	18.7799	0
YDL070W		ENSG00000009954	BAZ1B	8.62069	3.7087	0
YDL070W		ENSG00000123636	BAZ2B	10.1881	2.99815	0
YDL070W		ENSG00000076108	BAZ2A	8.93417	2.99213	0
YDL070W		ENSG00000198604	BAZ1A	7.83699	3.21337	0
YKR079C		ENSG00000006744	ELAC2	24.463	24.8184	0
YDR410C		ENSG00000116237	ICMT	37.6569	31.6901	1
YEL026W		ENSG00000100138	SNU13	69.0476	67.9688	1
YPL058C		ENSG00000160179	ABCG1	10.0596	22.4189	0
YPL058C		ENSG00000118777	ABCG2	11.4494	26.4122	0
YPL058C		ENSG00000172350	ABCG4	9.39775	21.9814	0
YPL058C		ENSG00000138075	ABCG5	8.66975	20.1229	0
YLL015W		ENSG00000091262	ABCC6	27.3252	28.3433	1
YGL018C		ENSG00000100209	HSCB	20.6522	16.1702	0
YOR346W		ENSG00000135945	REV1	22.132	17.4261	0
YBR010W	HHT1	ENSG00000203818	HIST2H3PS2	84.5588	84.5588	1
YFL045C	SEC53	ENSG00000140650	PMM2	56.6929	58.5366	1
YFL045C	SEC53	ENSG00000100417	PMM1	55.5118	53.8168	1
YOR014W	RTS1	ENSG00000078304	PPP2R5C	35.6671	48.6486	1
YOR014W	RTS1	ENSG00000154001	PPP2R5E	34.3461	55.6745	1
YOR014W	RTS1	ENSG00000112640	PPP2R5D	38.177	48.0066	1
YOR014W	RTS1	ENSG00000068971	PPP2R5B	32.1004	48.8934	1
YOR014W	RTS1	ENSG00000066027	PPP2R5A	34.214	53.2922	1
YLR007W		ENSG00000169189	NSMCE1	20.2381	25.5639	0
YJL060W		ENSG00000137944	KYAT3	31.0811	30.3965	0
YJL060W		ENSG00000167701	GPT	16.6667	14.9194	0
YJL060W		ENSG00000166123	GPT2	15.991	13.5755	0
YJL060W		ENSG00000205126	ACCSL	12.3874	9.6831	0
YJL060W		ENSG00000110455	ACCS	15.0901	13.3733	0
YJL060W		ENSG00000286112	AL441992.2	31.982	27.5728	0
YJL060W		ENSG00000171097	KYAT1	31.982	27.5194	0
YOL069W		ENSG00000143228	NUF2	17.0732	16.5948	0
YLR323C		ENSG00000125352	RNF113A	33.2046	25.0729	1
YLR323C		ENSG00000139797	RNF113B	28.5714	22.9814	0
YOR298C-A	MBF1	ENSG00000107223	EDF1	42.3841	43.2432	1
YBR142W		ENSG00000089737	DDX24	27.9431	25.1455	1
YHR026W	VMA16	ENSG00000117410	ATP6V0B	48.3568	39.4636	1
YNL035C		ENSG00000140006	WDR89	24.1645	24.2894	0
YPR200C	ARR2	ENSG00000164045	CDC25A	28.4615	7.06107	0
YPR200C	ARR2	ENSG00000158402	CDC25C	30	8.24524	0
YPR200C	ARR2	ENSG00000101224	CDC25B	30	6.72414	0
YFR009W		ENSG00000161204	ABCF3	39.0957	41.4669	1
YNL317W		ENSG00000136709	WDR33	36.129	12.5749	0
YAR007C	RFA1	ENSG00000132383	RPA1	31.0789	31.3312	1
YGL068W		ENSG00000262814	MRPL12	34.0206	33.3333	1
YNL001W		ENSG00000152684	PELO	33.4197	33.5065	1
YOR194C		ENSG00000165417	GTF2A1	25.8741	19.6809	0
YOR194C		ENSG00000242441	GTF2A1L	28.6713	17.1548	0
YOR002W		ENSG00000088035	ALG6	34.1912	36.6864	1
YPR108W		ENSG00000163636	PSMD6	34.2657	33.2579	1
YMR097C		ENSG00000148824	MTG1	24.7956	27.2455	0
YMR097C		ENSG00000254536	AL360181.3	24.5232	26.5487	0
YDR457W		ENSG00000086758	HUWE1	24.6634	18.4271	0
YDR083W		ENSG00000132275	RRP8	29.0816	25	1
YKR013W	PRY2	ENSG00000180481	GLIPR1L2	11.8541	11.3372	0
YKR013W	PRY2	ENSG00000173401	GLIPR1L1	12.462	16.9421	0
YKR013W	PRY2	ENSG00000139278	GLIPR1	13.6778	16.9173	0
YJL136C	RPS21B	ENSG00000171858	RPS21	54.023	56.6265	1
YDL004W		ENSG00000099624	ATP5F1D	30	28.5714	1
YPR002W		ENSG00000102794	ACOD1	18.4109	19.7505	0
YLR271W		ENSG00000152133	GPATCH11	18.9781	18.2456	0
YGR296W	YRF1-3	ENSG00000108771	DHX58	7.20818	19.764	0
YGR296W	YRF1-3	ENSG00000107201	DDX58	7.69231	15.4595	0
YGR296W	YRF1-3	ENSG00000115267	IFIH1	8.82195	16	0
YOR142W		ENSG00000163541	SUCLG1	55.3191	52.6012	1
YLR096W		ENSG00000206203	TSSK2	8.89276	28.4916	0
YLR096W		ENSG00000074590	NUAK1	13.6007	23.6006	0
YLR096W		ENSG00000177453	NIM1K	9.67742	25.4587	0
YLR096W		ENSG00000174672	BRSK2	14.9085	22.3238	0
YLR096W		ENSG00000163545	NUAK2	13.252	22.619	0
YLR096W		ENSG00000132356	PRKAA1	12.7289	25.4355	0
YLR096W		ENSG00000170145	SIK2	15.8675	19.6544	0
YLR096W		ENSG00000163788	SNRK	12.6417	18.9542	0
YLR096W		ENSG00000162526	TSSK3	6.80035	29.1045	0
YLR096W		ENSG00000162409	PRKAA2	13.252	27.5362	0
YLR096W		ENSG00000142149	HUNK	13.252	21.2885	0
YLR096W		ENSG00000139908	TSSK4	7.32345	24.8521	0
YLR096W		ENSG00000275993	SIK1B	14.8213	21.7114	0
YLR096W		ENSG00000142178	SIK1	14.9085	21.8391	0
YLR096W		ENSG00000212122	TSSK1B	8.7184	27.248	0
YLR096W		ENSG00000178093	TSSK6	7.75937	32.6007	0
YLR096W		ENSG00000160584	SIK3	15.3444	13.3232	0
YLR096W		ENSG00000160469	BRSK1	14.7341	21.7224	0
YHR024C	MAS2	ENSG00000165688	PMPCA	34.4398	31.619	1
YKL191W		ENSG00000132768	DPH2	23.4082	25.5624	0
YMR110C		ENSG00000108602	ALDH3A1	29.6992	34.8786	0
YMR110C		ENSG00000137124	ALDH1B1	17.8571	18.3752	0
YMR110C		ENSG00000006534	ALDH3B1	29.8872	33.9744	0
YLR234W	TOP3	ENSG00000177302	TOP3A	40.0915	26.2737	1
YBR002C		ENSG00000117682	DHDDS	38.4615	32.9341	1
YPL266W	DIM1	ENSG00000162851	TFB2M	17.6101	14.1414	0
YPL266W	DIM1	ENSG00000086189	DIMT1	55.9748	56.869	1
YPL266W	DIM1	ENSG00000029639	TFB1M	23.2704	21.3873	0
YGL167C	PMR1	ENSG00000159363	ATP13A2	17.1579	13.8136	0
YGL167C	PMR1	ENSG00000105675	ATP4A	25.1579	23.0918	0
YGL167C	PMR1	ENSG00000165240	ATP7A	16.9474	10.7333	0
YGL167C	PMR1	ENSG00000067842	ATP2B3	26.2105	20.4098	0
YGL167C	PMR1	ENSG00000018625	ATP1A2	25.3684	23.6275	0
YGL167C	PMR1	ENSG00000174437	ATP2A2	29.0526	26.4875	0
YGL167C	PMR1	ENSG00000017260	ATP2C1	48.2105	47.0709	0
YGL167C	PMR1	ENSG00000133657	ATP13A3	18	13.9478	0
YGL167C	PMR1	ENSG00000187527	ATP13A5	17.1579	13.3826	0
YGL167C	PMR1	ENSG00000127249	ATP13A4	17.6842	14.0468	0
YGL167C	PMR1	ENSG00000157087	ATP2B2	25.7895	19.7104	0
YGL167C	PMR1	ENSG00000075673	ATP12A	26	23.6364	0
YGL167C	PMR1	ENSG00000064270	ATP2C2	47.0526	45.8462	0
YGL167C	PMR1	ENSG00000196296	ATP2A1	28.6316	27.1728	0
YGL167C	PMR1	ENSG00000070961	ATP2B1	25.7895	20.082	0
YGL167C	PMR1	ENSG00000132681	ATP1A4	25.5789	23.6152	0
YPL081W	RPS9A	ENSG00000170889	RPS9	67.0051	68.0412	1
YPL225W		ENSG00000102390	PBDC1	43.1507	27.0386	1
YER070W	RNR1	ENSG00000167325	RRM1	57.6577	64.6465	1
YGR187C		ENSG00000235173	HGH1	22.0812	22.3077	0
YBR147W	RTC2	ENSG00000174899	PQLC2L	10.1351	22.2222	0
YBR147W	RTC2	ENSG00000040487	PQLC2	27.027	27.4914	0
YBR147W	RTC2	ENSG00000145014	TMEM44	13.5135	8.42105	0
YOR330C	MIP1	ENSG00000140521	POLG	32.1372	32.5262	1
YPL155C		ENSG00000138778	CENPE	26.6289	6.96038	0
YGL169W		ENSG00000196449	YRDC	15.0235	22.9391	0
YJL221C	IMA4	ENSG00000138079	SLC3A1	25.4669	21.8978	0
YJL221C	IMA4	ENSG00000240038	AMY2B	11.0357	12.7202	0
YJL221C	IMA4	ENSG00000237763	AMY1A	11.0357	12.7202	0
YJL221C	IMA4	ENSG00000174876	AMY1B	11.0357	12.7202	0
YJL221C	IMA4	ENSG00000187733	AMY1C	11.0357	12.7202	0
YJL221C	IMA4	ENSG00000243480	AMY2A	10.8659	12.5245	0
YJL221C	IMA4	ENSG00000168003	SLC3A2	15.1104	14.1046	0
YCL069W		ENSG00000135953	MFSD9	12.4454	12.0253	0
YCL069W		ENSG00000164073	MFSD8	10.917	9.65251	0
YCL069W		ENSG00000148110	MFSD14B	11.1354	10.0791	0
YCL069W		ENSG00000196312	MFSD14C	0.436681	1.33333	0
YCL069W		ENSG00000109736	MFSD10	8.73362	8.79121	0
YCL069W		ENSG00000156875	MFSD14A	11.5721	10.8163	0
YCL069W		ENSG00000283761	AC118553.2	11.5721	7.43338	0
YCL069W		ENSG00000118855	MFSD1	9.38865	8.36576	0
YCL069W		ENSG00000182544	MFSD5	6.9869	5.74506	0
YML074C	FPR3	ENSG00000119321	FKBP15	13.6253	4.59393	0
YML074C	FPR3	ENSG00000286264	AP001453.5	9.97567	28.8732	0
YML074C	FPR3	ENSG00000173486	FKBP2	9.97567	28.8732	0
YML074C	FPR3	ENSG00000105701	FKBP8	9.24574	9.20097	0
YML074C	FPR3	ENSG00000106080	FKBP14	8.75912	17.0616	0
YML074C	FPR3	ENSG00000122642	FKBP9	15.8151	10.4334	0
YML074C	FPR3	ENSG00000077800	FKBP6	8.27251	10.3976	0
YML074C	FPR3	ENSG00000119782	FKBP1B	10.4623	39.8148	0
YML074C	FPR3	ENSG00000088832	FKBP1A	10.7056	40.7407	0
YML074C	FPR3	ENSG00000198225	FKBP1C	10.4623	39.8148	0
YML074C	FPR3	ENSG00000133985	TTC9	5.83942	10.8108	0
YML074C	FPR3	ENSG00000079150	FKBP7	8.51581	15.7658	0
YML074C	FPR3	ENSG00000162222	TTC9C	2.6764	6.43275	0
YML074C	FPR3	ENSG00000134285	FKBP11	8.75912	17.9104	0
YML074C	FPR3	ENSG00000174521	TTC9B	6.08273	10.4603	0
YML074C	FPR3	ENSG00000096060	FKBP5	8.75912	7.87746	0
YML074C	FPR3	ENSG00000004478	FKBP4	8.75912	7.84314	0
YML074C	FPR3	ENSG00000100442	FKBP3	12.8954	23.6607	0
YML074C	FPR3	ENSG00000204315	FKBPL	6.56934	7.73639	0
YML074C	FPR3	ENSG00000141756	FKBP10	18.2482	12.8866	0
YDR111C		ENSG00000167701	GPT	42.8008	43.75	0
YDR111C		ENSG00000166123	GPT2	44.5759	43.2122	0
YDR111C		ENSG00000205126	ACCSL	15.5819	13.9085	0
YDR111C		ENSG00000110455	ACCS	16.9625	17.1657	0
YDR111C		ENSG00000286112	AL441992.2	14.3984	14.1748	0
YDR111C		ENSG00000171097	KYAT1	14.3984	14.1473	0
YDR128W	MTC5	ENSG00000162521	RBBP4	9.14634	24.7059	0
YDR128W	MTC5	ENSG00000082516	GEMIN5	13.0662	9.94695	0
YDR128W	MTC5	ENSG00000116455	WDR77	5.05226	16.9591	0
YDR128W	MTC5	ENSG00000177082	WDR73	3.74564	11.3757	0
YHR033W		ENSG00000059573	ALDH18A1	26.9504	14.3396	0
YDR159W	SAC3	ENSG00000168061	SAC3D1	1.76787	6.42458	0
YOL151W		ENSG00000088451	TGDS	12.8655	12.5714	0
YOL151W		ENSG00000115652	UXS1	10.2339	8.23529	0
YOL151W		ENSG00000099377	HSD3B7	11.9883	11.1111	0
YOL151W		ENSG00000184860	SDR42E1	14.3275	12.4682	0
YOL151W		ENSG00000183921	SDR42E2	11.9883	9.71564	0
YOL151W		ENSG00000112699	GMDS	9.06433	8.33333	0
YOL151W		ENSG00000104522	TSTA3	17.2515	18.3801	0
YOL151W		ENSG00000203859	HSD3B2	14.3275	13.172	0
YOL151W		ENSG00000203857	HSD3B1	14.6199	13.4048	0
YCL057W		ENSG00000172009	THOP1	32.5843	33.672	0
YCL057W		ENSG00000123213	NLN	32.4438	32.8125	0
YER132C		ENSG00000124702	KLHDC3	4.6777	21.466	0
YER132C		ENSG00000172534	HCFC1	11.0667	9.53317	0
YER132C		ENSG00000037637	FBXO42	6.21791	15.2022	0
YER132C		ENSG00000136933	RABEPK	4.62065	21.7742	0
YER132C		ENSG00000111727	HCFC2	7.35881	16.2879	0
YER132C		ENSG00000099949	LZTR1	6.61723	13.8095	0
YER132C		ENSG00000197776	KLHDC1	5.07701	21.9212	0
YER132C		ENSG00000162755	KLHDC9	3.47975	17.4785	0
YER132C		ENSG00000128607	KLHDC10	4.44952	17.6471	0
YER132C		ENSG00000165516	KLHDC2	4.6777	20.197	0
YOL138C	RTC1	ENSG00000127580	WDR24	11.4094	19.3671	0
YML021C		ENSG00000076248	UNG	36.7688	42.1725	1
YPL210C		ENSG00000174780	SRP72	19.6875	18.7779	0
YLR153C		ENSG00000173124	ACSM6	11.713	16.6667	0
YLR153C		ENSG00000183747	ACSM2A	17.4231	20.6239	0
YLR153C		ENSG00000066813	ACSM2B	17.2767	20.4506	0
YMR161W		ENSG00000132002	DNAJB1	27.2321	17.9412	0
YMR161W		ENSG00000164031	DNAJB14	27.6786	16.3588	0
YMR161W		ENSG00000137094	DNAJB5	27.2321	13.2035	0
YMR161W		ENSG00000105993	DNAJB6	34.8214	23.9264	0
YMR161W		ENSG00000179407	DNAJB8	31.25	30.1724	0
YMR161W		ENSG00000172404	DNAJB7	30.8036	22.3301	0
YMR161W		ENSG00000135924	DNAJB2	31.25	21.6049	0
YMR161W		ENSG00000148719	DNAJB12	31.6964	17.3594	0
YER047C		ENSG00000186625	KATNA1	17.2798	31.5682	0
YER047C		ENSG00000167216	KATNAL2	15.1616	29.1845	0
YER047C		ENSG00000102781	KATNAL1	17.0569	31.2245	0
YER047C		ENSG00000132612	VPS4A	17.6143	36.1556	0
YER047C		ENSG00000260914	AC026464.4	16.2765	34.1121	0
YER047C		ENSG00000132436	FIGNL1	20.6243	27.4481	0
YER047C		ENSG00000138138	ATAD1	12.1516	30.1939	0
YER047C		ENSG00000182263	FIGN	19.9554	23.5837	0
YER047C		ENSG00000021574	SPAST	22.1851	32.3052	0
YER047C		ENSG00000261308	FIGNL2	15.3846	21.1332	0
YDL010W		ENSG00000215203	GRXCR1	11.6883	9.31034	0
YDL010W		ENSG00000204928	GRXCR2	6.92641	6.45161	0
YNL313C		ENSG00000018699	TTC27	21.3496	22.8944	0
YDL065C	PEX19	ENSG00000162735	PEX19	17.2515	19.7324	0
YDR050C		ENSG00000111669	TPI1	52.0161	45.1049	1
YDR284C	DPP1	ENSG00000117598	PLPPR5	23.1834	20.8723	0
YDR284C	DPP1	ENSG00000129951	PLPPR3	24.2215	9.38338	0
YDR284C	DPP1	ENSG00000141934	PLPP2	21.1073	19.7411	0
YDR284C	DPP1	ENSG00000162407	PLPP3	24.2215	22.508	0
YDR284C	DPP1	ENSG00000284686	AC119674.2	16.609	21.4286	0
YDR284C	DPP1	ENSG00000105520	PLPPR2	20.4152	13.8173	0
YDR284C	DPP1	ENSG00000147535	PLPP5	24.2215	26.5152	0
YDR284C	DPP1	ENSG00000203805	PLPP4	21.4533	22.8782	0
YDR284C	DPP1	ENSG00000148123	PLPPR1	23.1834	20.6154	0
YDR284C	DPP1	ENSG00000067113	PLPP1	23.5294	23.8596	0
YDR284C	DPP1	ENSG00000117600	PLPPR4	23.5294	8.91219	0
YJL084C	ALY2	ENSG00000197070	ARRDC1	7.93499	19.1686	0
YJL084C	ALY2	ENSG00000105643	ARRDC2	7.64818	19.656	0
YJL084C	ALY2	ENSG00000140450	ARRDC4	8.413	21.0526	0
YJL084C	ALY2	ENSG00000113369	ARRDC3	8.5086	21.4976	0
YJL084C	ALY2	ENSG00000265972	TXNIP	7.83939	20.9719	0
YJL084C	ALY2	ENSG00000205784	ARRDC5	5.25813	16.0819	0
YDL138W		ENSG00000109667	SLC2A9	15.5963	22.037	0
YDL138W		ENSG00000197241	SLC2A7	16.9069	25.1953	0
YDL138W		ENSG00000059804	SLC2A3	16.3827	25.2016	0
YDL138W		ENSG00000173262	SLC2A14	16.3827	23.3645	0
YDL138W		ENSG00000163581	SLC2A2	17.4312	25.3817	0
YDL138W		ENSG00000142583	SLC2A5	16.2516	24.7505	0
YDL138W		ENSG00000117394	SLC2A1	16.1206	25	0
YDL138W		ENSG00000146411	SLC2A12	16.3827	20.2593	0
YDL138W		ENSG00000181856	SLC2A4	17.1691	25.7367	0
YDL138W		ENSG00000133460	SLC2A11	13.1062	18.6916	0
YDL138W		ENSG00000251357	AP000350.4	5.1114	18.6603	0
YDL138W		ENSG00000197496	SLC2A10	15.3342	21.6266	0
YDL138W		ENSG00000160326	SLC2A6	14.1547	21.3018	0
YDL138W		ENSG00000136856	SLC2A8	14.1547	22.6415	0
YJL010C		ENSG00000196943	NOP9	8.25826	8.6478	0
