Gene stable ID	Gene name	Saccharomyces cerevisiae gene stable ID	Saccharomyces cerevisiae gene name	%id. target Saccharomyces cerevisiae gene identical to query gene	%id. query gene identical to target Saccharomyces cerevisiae gene	Saccharomyces cerevisiae orthology confidence [0 low, 1 high]
ENSG00000068903	SIRT2	YPL015C		32.9049	35.8543	1
ENSG00000058600	POLR3E	YKR025W	RPC37	9.03955	22.695	0
ENSG00000189369	GSPT2	YER025W	GCD11	10.0318	11.9545	0
ENSG00000198805	PNP	YLR209C		49.1349	45.6592	1
ENSG00000114978	MOB1A	YFL034C-B	MOB2	41.6667	31.3589	1
ENSG00000170734	POLH	YDR419W	RAD30	17.2511	19.462	0
ENSG00000156017	CARNMT1	YMR209C		23.4719	21.0066	0
ENSG00000156017	CARNMT1	YNL092W		27.8729	28.5	1
ENSG00000135446	CDK4	YPL042C	SSN3	33.3333	18.1982	0
ENSG00000135446	CDK4	YFL029C	CAK1	20.132	16.5761	0
ENSG00000124067	SLC12A4	YBR235W		19.7792	19.1964	0
ENSG00000131373	HACL1	YEL020C		34.7751	35.8929	1
ENSG00000109084	TMEM97	YLR050C		26.7045	29.1925	1
ENSG00000100239	PPP6R2	YJL098W		16.3712	14.8393	0
ENSG00000100239	PPP6R2	YKR028W		17.414	16.1665	0
ENSG00000100239	PPP6R2	YFR040W		13.3472	12.7745	0
ENSG00000100239	PPP6R2	YGL229C		12.2002	14.3032	0
ENSG00000163872	YEATS2	YOR213C		3.51617	20.1613	0
ENSG00000163872	YEATS2	YPL129W	TAF14	4.5007	26.2295	0
ENSG00000131979	GCH1	YGR267C		49.2	50.6173	1
ENSG00000085721	RRN3	YKL125W		21.9662	22.807	0
ENSG00000127948	POR	YHR042W	NCP1	33.3824	32.8509	1
ENSG00000158571	PFKFB1	YOL136C	PFK27	20.5945	24.4332	0
ENSG00000182333	LIPF	YLR020C		25.9804	19.7026	0
ENSG00000182333	LIPF	YLL012W		26.4706	18.8482	0
ENSG00000100294	MCAT	YKL182W		19.4872	3.70551	0
ENSG00000100294	MCAT	YPL231W		4.61538	0.953895	0
ENSG00000142102	PGGHG	YPR026W		19.81	12.0562	0
ENSG00000161904	LEMD2	YML034W	SRC1	11.9284	7.19424	0
ENSG00000161904	LEMD2	YDR458C		9.94036	7.54148	0
ENSG00000106692	FKTN	YKL201C	MNN4	13.6659	5.34805	0
ENSG00000106692	FKTN	YJR061W		16.4859	8.12834	0
ENSG00000141446	ESCO1	YFR027W	ECO1	7.2619	21.7082	0
ENSG00000085788	DDHD2	YOR022C		20.9564	20.8392	0
ENSG00000169188	APEX2	YBL019W	APN2	26.2548	26.1538	1
ENSG00000158578	ALAS2	YDR062W	LCB2	19.5911	20.4991	0
ENSG00000109929	SC5D	YLR056W	ERG3	44.1472	36.1644	1
ENSG00000075399	VPS9D1	YML097C	VPS9	11.252	15.7428	0
ENSG00000134001	EIF2S1	YJR007W		51.746	53.6184	1
ENSG00000100241	SBF1	YJR110W		7.92393	21.8023	0
ENSG00000178694	NSUN3	YBL024W	NCL1	22.6471	11.2573	0
ENSG00000178700	DHFR2	YOR236W		31.016	27.4882	0
ENSG00000204021	LIPK	YLR020C		27.3183	20.2602	0
ENSG00000204021	LIPK	YLL012W		27.5689	19.1972	0
ENSG00000147535	PLPP5	YDR284C	DPP1	26.5152	24.2215	0
ENSG00000167588	GPD1	YOL059W	GPD2	47.5645	37.7273	1
ENSG00000167588	GPD1	YDL022W	GPD1	49.5702	44.2455	1
ENSG00000124155	PIGT	YHR188C		26.2976	24.918	0
ENSG00000105122	RASAL3	YOL081W	IRA2	17.0129	5.58623	0
ENSG00000105122	RASAL3	YBR140C	IRA1	18.4965	6.04787	0
ENSG00000130713	EXOSC2	YHR069C		42.6621	34.8189	1
ENSG00000175806	MSRA	YER042W	MXR1	26.383	33.6957	1
ENSG00000060982	BCAT1	YJR148W	BAT2	44.2211	46.8085	0
ENSG00000060982	BCAT1	YHR208W	BAT1	43.2161	43.7659	0
ENSG00000116649	SRM	YLR146C		44.702	45	1
ENSG00000116649	SRM	YPR069C		53.6424	55.2901	1
ENSG00000125445	MRPS7	YJR113C		14.4628	14.17	0
ENSG00000147536	GINS4	YDR489W	SLD5	23.3184	17.6871	0
ENSG00000010282	HHATL	YGL084C		19.6429	17.6786	0
ENSG00000010282	HHATL	YPL189W		18.4524	15.2709	0
ENSG00000125447	GGA3	YHL002W		12.0332	19.2478	0
ENSG00000125447	GGA3	YNR006W	VPS27	8.85201	10.2894	0
ENSG00000125447	GGA3	YHR108W		16.1826	20	0
ENSG00000125447	GGA3	YDR358W		16.3209	21.1849	0
ENSG00000057608	GDI2	YER136W	GDI1	55.0562	54.3237	1
ENSG00000101489	CELF4	YNL197C		13.786	10.1362	0
ENSG00000101489	CELF4	YDL224C		12.7572	9.55316	0
ENSG00000120992	LYPLA1	YLR118C	YLR118C	36.9565	37.4449	0
ENSG00000111897	SERINC1	YDR105C		32.8918	31.5011	1
ENSG00000204392	LSM2	YBL026W	LSM2	63.1579	63.1579	1
ENSG00000166855	CLPX	YBR227C		28.91	35.1923	1
ENSG00000162396	PARS2	YER087W		31.7895	26.2153	1
ENSG00000172534	HCFC1	YER132C		9.53317	11.0667	0
ENSG00000172534	HCFC1	YGL197W		8.69779	11.9032	0
ENSG00000172534	HCFC1	YHR158C		8.30467	14.5189	0
ENSG00000172534	HCFC1	YGR238C		6.04423	13.9456	0
ENSG00000105849	TWISTNB	YOR340C	RPA43	15.6805	16.2577	0
ENSG00000283632	EXOC3L2	YIL068C		11.4914	5.83851	0
ENSG00000159111	MRPL10	YDL202W	MRPL11	15.1292	16.4659	0
ENSG00000173262	SLC2A14	YJR160C		20.9346	18.6047	0
ENSG00000173262	SLC2A14	YDL247W		20.3738	17.8982	0
ENSG00000173262	SLC2A14	YBR298C	MAL31	19.8131	17.2638	0
ENSG00000173262	SLC2A14	YGR289C	MAL11	20.7477	18.0195	0
ENSG00000173262	SLC2A14	YDL138W		23.3645	16.3827	0
ENSG00000173262	SLC2A14	YDL194W		23.3645	14.1403	0
ENSG00000173262	SLC2A14	YBR241C		24.1122	26.4344	0
ENSG00000173262	SLC2A14	YGL104C		23.3645	25.7202	0
ENSG00000173262	SLC2A14	YEL069C		23.3645	22.1631	0
ENSG00000173262	SLC2A14	YNR072W		23.1776	21.9858	0
ENSG00000173262	SLC2A14	YDL245C		23.5514	22.2222	0
ENSG00000173262	SLC2A14	YJR158W		23.3645	22.0459	0
ENSG00000173262	SLC2A14	YLR081W		24.486	22.8223	0
ENSG00000173262	SLC2A14	YJL219W		24.1122	22.7513	0
ENSG00000173262	SLC2A14	YOL156W	HXT11	24.2991	22.9277	0
ENSG00000173262	SLC2A14	YJL214W		22.9907	21.6169	0
ENSG00000173262	SLC2A14	YDR342C		25.4206	23.8596	0
ENSG00000173262	SLC2A14	YDR343C		25.4206	23.8596	0
ENSG00000173262	SLC2A14	YHR092C	HXT4	24.2991	22.5694	0
ENSG00000173262	SLC2A14	YDR345C		22.9907	21.6931	0
ENSG00000173262	SLC2A14	YHR094C	HXT1	22.8037	21.4035	0
ENSG00000173262	SLC2A14	YHR096C		23.1776	20.9459	0
ENSG00000173262	SLC2A14	YMR011W		25.2336	24.9538	0
ENSG00000173262	SLC2A14	YFL011W		25.7944	25.2747	0
ENSG00000137628	DDX60	YGL251C	HFM1	6.95093	10.0253	0
ENSG00000141994	DUS3L	YLR401C		35.6923	34.7305	1
ENSG00000001630	CYP51A1	YHR007C	ERG11	36.3458	34.9057	1
ENSG00000106733	NMRK1	YNL129W		26.1084	22.0833	0
ENSG00000064270	ATP2C2	YOR291W		16.9231	11.2092	0
ENSG00000064270	ATP2C2	YGL008C	PMA1	23.4872	24.9455	0
ENSG00000064270	ATP2C2	YPL036W		23.7949	24.4984	0
ENSG00000064270	ATP2C2	YGL167C	PMR1	45.8462	47.0526	0
ENSG00000175193	PARL	YGR101W	PCP1	20.3166	22.2543	0
ENSG00000139624	CERS5	YHL003C		21.4286	20.438	0
ENSG00000139624	CERS5	YKL008C	LAC1	23.9796	22.488	0
ENSG00000102221	JADE3	YPR031W		18.226	20.0535	0
ENSG00000267157	AC011499.1	YLR401C		40.2597	4.64072	0
ENSG00000134049	IER3IP1	YER074W-A		42.6829	41.1765	1
ENSG00000204390	HSPA1L	YPL106C	SSE1	23.4009	21.645	0
ENSG00000204390	HSPA1L	YBR169C		24.181	22.3665	0
ENSG00000204390	HSPA1L	YJL034W	KAR2	59.7504	56.1584	0
ENSG00000007255	TRAPPC6A	YOR115C		30.6358	19.7761	0
ENSG00000204389	HSPA1A	YPL106C	SSE1	23.7129	21.9336	0
ENSG00000204389	HSPA1A	YBR169C		24.181	22.3665	0
ENSG00000175536	LIPT2	YLR239C		21.2121	14.939	0
ENSG00000099783	HNRNPM	YNL004W	HRB1	12.3288	19.8238	0
ENSG00000099783	HNRNPM	YCL011C	GBP2	13.6986	23.4192	0
ENSG00000204388	HSPA1B	YPL106C	SSE1	23.7129	21.9336	0
ENSG00000204388	HSPA1B	YBR169C		24.181	22.3665	0
ENSG00000283765	AC131160.1	YGR101W	PCP1	17.8922	21.0983	0
ENSG00000267228	AC012254.2	YER074W-A		42.6829	41.1765	1
ENSG00000125352	RNF113A	YLR323C		25.0729	33.2046	1
ENSG00000167962	ZNF598	YDR266C		15.3761	21.7527	0
ENSG00000183020	AP2A2	YBL037W		26.8085	24.5854	0
ENSG00000001167	NFYA	YGL237C		21.0375	27.5472	0
ENSG00000184216	IRAK1	YBL009W		7.58427	7.98817	0
ENSG00000184216	IRAK1	YGL021W		7.58427	7.10526	0
ENSG00000204020	LIPN	YLR020C		22.1106	16.3569	0
ENSG00000204020	LIPN	YLL012W		24.6231	17.103	0
ENSG00000037897	METTL1	YDL201W		53.6232	51.7483	1
ENSG00000137642	SORL1	YIL173W		11.1111	15.8812	0
ENSG00000137642	SORL1	YCR100C		2.8907	20.2532	0
ENSG00000137642	SORL1	YNR065C	YNR065C	8.26558	16.3979	0
ENSG00000137642	SORL1	YCR099C		1.44535	20.6452	0
ENSG00000137642	SORL1	YBL017C	PEP1	11.7886	16.5294	0
ENSG00000137642	SORL1	YJL222W		11.1111	15.8812	0
ENSG00000163104	SMARCAD1	YAL019W		29.1829	26.5252	1
ENSG00000197635	DPP4	YHR028C	DAP2	27.5457	25.7946	1
ENSG00000158201	ABHD3	YBR177C		21.7604	19.7339	0
ENSG00000158201	ABHD3	YMR210W		22.0049	20.0445	0
ENSG00000158201	ABHD3	YPL095C		24.2054	21.7105	0
ENSG00000198554	WDHD1	YPR135W	CTF4	15.5004	18.8781	0
ENSG00000173239	LIPM	YLR020C		23.8771	18.7732	0
ENSG00000173239	LIPM	YLL012W		25.2955	18.6736	0
ENSG00000137054	POLR1E	YNL248C	RPA49	19.0931	19.2771	0
ENSG00000198246	SLC29A3	YAL022C		22.3158	20.5029	0
ENSG00000149742	SLC22A9	YML123C	PHO84	13.0199	12.2658	0
ENSG00000116688	MFN2	YBR179C		18.7583	16.6082	0
ENSG00000169189	NSMCE1	YLR007W		25.5639	20.2381	0
ENSG00000006534	ALDH3B1	YMR110C		33.9744	29.8872	0
ENSG00000006534	ALDH3B1	YPL061W	ALD6	25.4274	23.8	0
ENSG00000006534	ALDH3B1	YOR374W	ALD4	22.0085	19.8459	0
ENSG00000006534	ALDH3B1	YMR170C		23.7179	21.9368	0
ENSG00000006534	ALDH3B1	YMR169C		23.7179	21.9368	0
ENSG00000006534	ALDH3B1	YER073W		24.1453	21.7308	0
ENSG00000171824	EXOSC10	YOR001W		23.2768	28.1037	0
ENSG00000116641	DOCK7	YLR422W		13.7025	15.1139	0
ENSG00000143390	RFX5	YLR176C	RFX1	12.6623	9.61776	0
ENSG00000173614	NMNAT1	YGR010W		37.6344	26.5823	1
ENSG00000173614	NMNAT1	YLR328W		36.9176	25.6858	1
ENSG00000139180	NDUFA9	YLR290C		12.4668	16.9675	0
ENSG00000117448	AKR1A1	YOR120W	GCY1	39.6923	41.3462	0
ENSG00000117448	AKR1A1	YDR368W		36.9231	38.4615	0
ENSG00000117448	AKR1A1	YNL331C		12.9231	11.1702	0
ENSG00000117448	AKR1A1	YJR155W		10.7692	12.1528	0
ENSG00000117448	AKR1A1	YDL243C		12.3077	12.1581	0
ENSG00000117448	AKR1A1	YCR107W		12.9231	11.5702	0
ENSG00000117448	AKR1A1	YOL165C		5.23077	11.8881	0
ENSG00000004142	POLDIP2	YGR229C	SMI1	11.1413	8.11881	0
ENSG00000186462	NAP1L2	YNL246W		10.6522	18.5606	0
ENSG00000143595	AQP10	YPR192W		14.6179	14.4262	0
ENSG00000143595	AQP10	YLL053C		8.63787	17.1053	0
ENSG00000143595	AQP10	YLL052C		5.31561	10.7383	0
ENSG00000143595	AQP10	YFL054C		28.5714	13.3127	0
ENSG00000143595	AQP10	YLL043W		27.5748	12.4066	0
ENSG00000197355	UAP1L1	YDL103C	QRI1	36.8836	39.2034	1
ENSG00000273025	AC009690.3	YNL197C		12.6819	9.22844	0
ENSG00000273025	AC009690.3	YDL224C		12.2661	9.09091	0
ENSG00000140488	CELF6	YNL197C		12.6819	9.22844	0
ENSG00000140488	CELF6	YDL224C		12.2661	9.09091	0
ENSG00000152133	GPATCH11	YLR271W		18.2456	18.9781	0
ENSG00000163541	SUCLG1	YOR142W		52.6012	55.3191	1
ENSG00000145916	RMND5B	YDR255C	RMD5	23.1552	21.6152	0
ENSG00000096384	HSP90AB1	YMR186W	HSC82	62.5691	64.2553	1
ENSG00000096384	HSP90AB1	YPL240C	HSP82	62.9834	64.3159	1
ENSG00000142534	RPS11	YBR048W	RPS11B	65.1899	66.0256	1
ENSG00000142534	RPS11	YDR025W	RPS11A	65.1899	66.0256	1
ENSG00000145912	NHP2	YDL208W		44.4444	43.5897	1
ENSG00000106400	ZNHIT1	YML041C	VPS71	24.026	13.2143	0
ENSG00000064995	TAF11	YML015C	TAF11	16.5877	10.1156	0
ENSG00000138018	SELENOI	YHR123W		25.1889	25.5754	1
ENSG00000138018	SELENOI	YNL130C		23.9295	24.173	0
ENSG00000197102	DYNC1H1	YKR054C	DYN1	26.6466	30.2542	1
ENSG00000130332	LSM7	YNL147W		43.6893	39.1304	1
ENSG00000107371	EXOSC3	YOL142W	RRP40	26.9091	30.8333	1
ENSG00000125637	PSD4	YJR031C		9.94318	7.45739	0
ENSG00000125637	PSD4	YEL022W		10.2273	7.40233	0
ENSG00000125637	PSD4	YNL297C	MON2	15.1515	9.77995	0
ENSG00000174899	PQLC2L	YDR352W		27.4074	11.6719	0
ENSG00000174899	PQLC2L	YBR147W	RTC2	22.2222	10.1351	0
ENSG00000174899	PQLC2L	YOL092W		18.5185	8.11688	0
ENSG00000100029	PES1	YGR103W	NOP7	38.4354	37.3554	1
ENSG00000188641	DPYD	YKL216W		8.97561	29.2994	0
ENSG00000196460	RFX8	YLR176C	RFX1	11.4165	6.65845	0
ENSG00000165275	TRMT10B	YOL093W		21.2025	22.8669	0
ENSG00000071894	CPSF1	YDR301W	CFT1	19.6812	20.9285	0
ENSG00000078124	ACER3	YPL087W		34.8315	29.3375	1
ENSG00000078124	ACER3	YBR183W	YPC1	35.206	29.7468	1
ENSG00000110063	DCPS	YLR270W	DCS1	28.4866	27.4286	1
ENSG00000110063	DCPS	YOR173W		32.3442	30.8782	1
ENSG00000141101	NOB1	YOR056C	NOB1	28.8835	25.9259	1
ENSG00000180353	HCLS1	YCR088W		19.3416	15.8784	0
ENSG00000175215	CTDSP2	YLR019W		41.3284	28.2116	1
ENSG00000175215	CTDSP2	YLL010C		40.9594	25.9953	1
ENSG00000197586	ENTPD6	YEL042W		29.1322	27.2201	1
ENSG00000174547	MRPL11	YNL185C	MRPL19	32.2917	39.2405	1
ENSG00000130724	CHMP2A	YKL002W	DID4	44.5946	42.6724	1
ENSG00000144962	SPATA16	YNL121C	TOM70	10.3691	9.5624	0
ENSG00000144962	SPATA16	YHR117W	TOM71	10.8963	9.70266	0
ENSG00000254986	DPP3	YOL057W		34.1927	35.443	1
ENSG00000156261	CCT8	YJL008C		47.0803	45.4225	1
ENSG00000166896	ATP23	YNR020C		28.4553	25.9259	1
ENSG00000037241	RPL26L1	YLR344W	RPL26A	46.2069	52.7559	1
ENSG00000037241	RPL26L1	YGR034W	RPL26B	46.2069	52.7559	1
ENSG00000204351	SKIV2L	YLR398C		37.9615	36.7521	1
ENSG00000181704	YIPF6	YGL198W		20.7627	20.8511	0
ENSG00000148123	PLPPR1	YDR284C	DPP1	20.6154	23.1834	0
ENSG00000285404	Z82190.2	YJR138W	IML1	18.3333	6.94444	0
ENSG00000115267	IFIH1	YLR466W	YRF1-4	11.122	8.24891	0
ENSG00000115267	IFIH1	YBL111C		8.29268	12.7436	0
ENSG00000115267	IFIH1	YLR467W	YRF1-5	15.122	8.63029	0
ENSG00000115267	IFIH1	YPR202W		4	17.2269	0
ENSG00000115267	IFIH1	YBL113C		3.80488	4.92424	0
ENSG00000115267	IFIH1	YER190W	YRF1-2	12.6829	7.73349	0
ENSG00000115267	IFIH1	YLR462W		3.12195	15.8416	0
ENSG00000115267	IFIH1	YIL177C		14.8293	8.64619	0
ENSG00000115267	IFIH1	YEL075C		2.2439	18.8525	0
ENSG00000115267	IFIH1	YHR218W		7.02439	11.9403	0
ENSG00000115267	IFIH1	YGR296W	YRF1-3	16	8.82195	0
ENSG00000115267	IFIH1	YNL339C	YRF1-6	16	8.82195	0
ENSG00000115267	IFIH1	YPL283C	YRF1-7	16	8.82195	0
ENSG00000115267	IFIH1	YHL049C		4	15.1292	0
ENSG00000115267	IFIH1	YML133C		14.5366	10.8443	0
ENSG00000115267	IFIH1	YEL077C		11.0244	8.84886	0
ENSG00000115267	IFIH1	YFL066C		6.14634	16.0714	0
ENSG00000115267	IFIH1	YHR218W-A		2.43902	23.8095	0
ENSG00000115267	IFIH1	YOR396W		15.122	8.63029	0
ENSG00000115267	IFIH1	YPR204W		9.85366	9.78682	0
ENSG00000115267	IFIH1	YHR219W		3.70732	6.08974	0
ENSG00000115267	IFIH1	YDR545W	YRF1-1	15.122	8.63029	0
ENSG00000115267	IFIH1	YFL064C		3.21951	18.9655	0
ENSG00000115267	IFIH1	YLL067C		11.6098	9.87552	0
ENSG00000115267	IFIH1	YHL050C		5.7561	8.46485	0
ENSG00000115267	IFIH1	YLL066C		11.5122	9.79253	0
ENSG00000115267	IFIH1	YER189W		2.34146	19.6721	0
ENSG00000115267	IFIH1	YJL225C		14.8293	8.64619	0
ENSG00000115267	IFIH1	YBL112C		2.43902	23.8095	0
ENSG00000163960	UBXN7	YDR330W		25.3579	24.8	0
ENSG00000214253	FIS1	YIL065C	FIS1	24.3421	23.871	0
ENSG00000100150	DEPDC5	YJR138W	IML1	16.4067	16.6035	0
ENSG00000122140	MRPS2	YHL004W		23.6486	17.7665	0
ENSG00000100504	PYGL	YPR160W		50.5313	47.4501	1
ENSG00000187189	TSPYL4	YNL246W		10.628	16.6667	0
ENSG00000177239	MAN1B1	YJR131W		27.4678	34.9727	1
ENSG00000138814	PPP3CA	YDL188C	PPH22	22.8407	31.565	0
ENSG00000138814	PPP3CA	YDL134C	PPH21	22.8407	32.2493	0
ENSG00000138777	PPA2	YBR011C	IPP1	43.7126	50.8711	1
ENSG00000175175	PPM1E	YOR090C	PTC5	7.68212	10.1399	0
ENSG00000144848	ATG3	YNR007C	ATG3	33.121	33.5484	1
ENSG00000123562	MORF4L2	YPR023C		27.4306	19.7007	0
ENSG00000130176	CNN1	YOR367W		17.5084	26	0
ENSG00000171298	GAA	YBR229C	ROT2	21.1134	21.0692	0
ENSG00000084774	CAD	YJL130C		49.7978	50.0452	0
ENSG00000153786	ZDHHC7	YLR246W		20.5797	19.7772	0
ENSG00000117598	PLPPR5	YDR284C	DPP1	20.8723	23.1834	0
ENSG00000140598	EFL1	YNL163C	RIA1	39.4643	39.8198	1
ENSG00000157800	SLC37A3	YOL162W		6.47773	14.8837	0
ENSG00000157800	SLC37A3	YOL163W		6.88259	20.1183	0
ENSG00000185739	SRL	YKR019C		10.5708	8.13008	0
ENSG00000185739	SRL	YJL083W		6.97674	5.46358	0
ENSG00000139131	YARS2	YPL097W		31.8658	30.8943	1
ENSG00000164327	RICTOR	YER093C	TSC11	13.0485	15.8042	0
ENSG00000115816	CEBPZ	YDR060W	MAK21	27.1347	27.9024	1
ENSG00000184922	FMNL1	YNL271C	BNI1	6.36364	3.58423	0
ENSG00000172594	SMPDL3A	YDR452W	PPN1	23.1788	15.5786	0
ENSG00000134597	RBMX2	YIR005W	IST3	20.8075	45.2703	0
ENSG00000146352	CLVS2	YNL264C	PDR17	15.9021	14.8571	0
ENSG00000146352	CLVS2	YNL231C	PDR16	18.6544	17.3789	0
ENSG00000114757	PEX5L	YDR244W	PEX5	23.4824	24.0196	0
ENSG00000114757	PEX5L	YMR018W		17.4121	21.2062	0
ENSG00000070882	OSBPL3	YPL145C	KES1	9.47012	19.3548	0
ENSG00000070882	OSBPL3	YOR237W	HES1	8.68095	17.7419	0
ENSG00000074416	MGLL	YKL094W		23.3227	23.3227	0
ENSG00000102241	HTATSF1	YNL286W		9.66887	25.614	0
ENSG00000007350	TKTL1	YPR074C		22.8188	20	0
ENSG00000007350	TKTL1	YBR117C		20.6376	18.0617	0
ENSG00000113812	ACTR8	YOR141C		24.6795	17.4801	0
ENSG00000156931	VPS8	YAL002W	VPS8	14.986	16.7975	0
ENSG00000058262	SEC61A1	YBR283C		31.0924	30.2041	1
ENSG00000058262	SEC61A1	YLR378C		55.4622	55	1
ENSG00000109854	HTATIP2	YER004W		23.5507	28.1385	0
ENSG00000104835	SARS2	YHR011W		26.5385	30.9417	1
ENSG00000141002	TCF25	YDR333C		21.8935	20.4703	0
ENSG00000203818	HIST2H3PS2	YBR010W	HHT1	84.5588	84.5588	1
ENSG00000203818	HIST2H3PS2	YNL031C		84.5588	84.5588	1
ENSG00000148296	SURF6	YKL082C		23.5457	19.5853	0
ENSG00000175792	RUVBL1	YDR190C	RVB1	68.2018	67.1706	1
ENSG00000189241	TSPYL1	YKR048C		14.8741	15.5875	0
ENSG00000189241	TSPYL1	YNL246W		9.83982	16.2879	0
ENSG00000145293	ENOPH1	YEL038W		31.4176	36.1233	1
ENSG00000269547	AC011455.2	YHR011W		23.1293	30.4933	0
ENSG00000113734	BNIP1	YDR498C		13.2841	9.39948	0
ENSG00000091664	SLC17A6	YOL162W		8.59107	23.2558	0
ENSG00000091664	SLC17A6	YOL163W		6.87285	23.6686	0
ENSG00000011052	NME1-NME2	YKL067W	YNK1	33.3333	58.1699	0
ENSG00000113272	THG1L	YGR024C		38.5906	48.5232	1
ENSG00000092531	SNAP23	YGR009C	SEC9	21.8009	7.06605	0
ENSG00000101251	SEL1L2	YLR207W		16	11.0444	0
ENSG00000101251	SEL1L2	YBL061C	SKT5	12.8696	10.6322	0
ENSG00000101251	SEL1L2	YER096W		11.4783	12.8906	0
ENSG00000271567	PPIAL4E	YDR155C	CPR1	57.3171	58.0247	0
ENSG00000271567	PPIAL4E	YML078W	CPR3	54.878	49.4506	0
ENSG00000159210	SNF8	YPL002C	SNF8	32.9457	36.4807	1
ENSG00000143797	MBOAT2	YOR175C	ALE1	22.8846	19.2246	0
ENSG00000116748	AMPD1	YJL070C		25.8974	22.7477	0
ENSG00000116748	AMPD1	YBR284W		24.359	23.8394	0
ENSG00000137547	MRPL15	YNL284C	MRPL10	27.7027	25.4658	1
ENSG00000110721	CHKA	YDR147W		20.5689	17.603	0
ENSG00000110721	CHKA	YLR133W		23.4136	18.3849	0
ENSG00000117682	DHDDS	YBR002C		32.9341	38.4615	1
ENSG00000182263	FIGN	YER047C		23.5837	19.9554	0
ENSG00000182263	FIGN	YPL074W		21.6074	21.7507	0
ENSG00000183049	CAMK1D	YLR248W	RCK2	31.4286	19.8361	0
ENSG00000183049	CAMK1D	YGL158W		32.7273	24.6094	0
ENSG00000076351	SLC46A1	YJL163C		18.7364	15.4955	0
ENSG00000110719	TCIRG1	YOR270C		35.0602	34.6429	1
ENSG00000110719	TCIRG1	YMR054W		34.0964	31.7978	1
ENSG00000130165	ELOF1	YKL160W		38.4615	27.5862	1
ENSG00000141543	EIF4A3	YDR021W		58.8808	60.6516	1
ENSG00000141543	EIF4A3	YKR059W	TIF1	59.1241	61.519	1
ENSG00000141543	EIF4A3	YJL138C	TIF2	59.1241	61.519	1
ENSG00000108671	PSMD11	YDL097C	RPN6	43.6019	42.3963	1
ENSG00000172809	RPL38	YLR325C	RPL38	55.7143	50	1
ENSG00000112053	SLC26A8	YGR125W		12.9897	12.1622	0
ENSG00000117600	PLPPR4	YDR284C	DPP1	8.91219	23.5294	0
ENSG00000118596	SLC16A7	YOR306C		17.364	15.9309	0
ENSG00000118596	SLC16A7	YOL119C		17.9916	17.1657	0
ENSG00000147160	AWAT2	YOR245C		33.6336	26.7943	1
ENSG00000189401	OTUD6A	YHL013C		25.3472	23.7785	0
ENSG00000109667	SLC2A9	YJR160C		20.5556	18.4385	0
ENSG00000109667	SLC2A9	YDL247W		20.5556	18.2266	0
ENSG00000109667	SLC2A9	YBR298C	MAL31	19.4444	17.101	0
ENSG00000109667	SLC2A9	YGR289C	MAL11	18.8889	16.5584	0
ENSG00000109667	SLC2A9	YDL138W		22.037	15.5963	0
ENSG00000109667	SLC2A9	YDL194W		21.1111	12.8959	0
ENSG00000109667	SLC2A9	YBR241C		25.1852	27.8689	0
ENSG00000109667	SLC2A9	YGL104C		22.5926	25.1029	0
ENSG00000109667	SLC2A9	YEL069C		22.5926	21.6312	0
ENSG00000109667	SLC2A9	YNR072W		22.2222	21.2766	0
ENSG00000109667	SLC2A9	YDL245C		22.037	20.9877	0
ENSG00000109667	SLC2A9	YJR158W		21.8519	20.8113	0
ENSG00000109667	SLC2A9	YLR081W		22.963	21.6028	0
ENSG00000109667	SLC2A9	YJL219W		23.8889	22.7513	0
ENSG00000109667	SLC2A9	YOL156W	HXT11	24.0741	22.9277	0
ENSG00000109667	SLC2A9	YJL214W		22.963	21.7926	0
ENSG00000109667	SLC2A9	YDR342C		25.3704	24.0351	0
ENSG00000109667	SLC2A9	YDR343C		25.1852	23.8596	0
ENSG00000109667	SLC2A9	YHR092C	HXT4	23.7037	22.2222	0
ENSG00000109667	SLC2A9	YDR345C		23.5185	22.3986	0
ENSG00000109667	SLC2A9	YHR094C	HXT1	21.8519	20.7018	0
ENSG00000109667	SLC2A9	YHR096C		24.4444	22.2973	0
ENSG00000109667	SLC2A9	YMR011W		22.2222	22.1811	0
ENSG00000109667	SLC2A9	YFL011W		22.963	22.7106	0
ENSG00000166562	SEC11C	YIR022W		41.6667	47.9042	1
ENSG00000112742	TTK	YDL028C	MPS1	20.3034	22.7749	0
ENSG00000089289	IGBP1	YMR028W		20.059	18.5792	0
ENSG00000109182	CWH43	YCR017C		29.1845	21.4061	0
ENSG00000279782	PPIAL4F	YDR155C	CPR1	57.3171	58.0247	0
ENSG00000279782	PPIAL4F	YML078W	CPR3	54.878	49.4506	0
ENSG00000127125	PPCS	YIL083C		36.9775	31.5068	1
ENSG00000080823	MOK	YKL161C	KDX1	20.7637	20.0924	0
ENSG00000080823	MOK	YHR030C	SLT2	23.1504	20.0413	0
ENSG00000147439	BIN3	YCR009C	RVS161	30.0395	28.6792	1
ENSG00000182551	ADI1	YMR009W		42.4581	42.4581	1
ENSG00000184210	DGAT2L6	YOR245C		34.1246	27.512	1
ENSG00000129675	ARHGEF6	YAL041W	CDC24	9.66495	8.7822	0
ENSG00000092108	SCFD1	YDR189W		32.7103	31.5315	1
ENSG00000130939	UBE4B	YDL190C		19.278	26.1186	0
ENSG00000204195	AWAT1	YOR245C		38.1098	29.9043	1
ENSG00000009830	POMT2	YOR321W		33.4667	33.3333	1
